Name,Summary,Images,Blue point,Green Point,Purple Point,Keys,Calories,Carbs,Proteins,Fats
Broccoli and Cheese Twice Baked Potatoes,"These twice baked potatoes are so cheesy, stuffed with broccoli and cheese plus some hidden cauliflower, but trust me no one will know! Twice Baked Potatoes Loaded baked potatoes...",https://www.skinnytaste.com/wp-content/uploads/2013/01/Twice-Baked-Potatoes-with-Broccoli-and-Cheese-2-260x367.jpg,3,3,2,"Gluten Free,Kid Friendly,Under 30 Minutes,Vegetarian Meals",146.5,23.0,8.0,3.5
Skinny Pumpkin Snickerdoodles,"These Skinny Pumpkin Snickerdoodle cookies should really come with a warning label, because they are so good and hard to stop at just one! Pumpkin Snickerdoodles A snickerdoodle is...","https://www.skinnytaste.com/wp-content/uploads/2013/09/Skinny-Pumpkin-Spiced-Snickerdoodles-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2013/09/Skinny-Pumpkin-Spiced-Snickerdoodles-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2013/09/Skinny-Pumpkin-Spiced-Snickerdoodles-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2013/09/Skinny-Pumpkin-Spiced-Snickerdoodles-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2013/09/Skinny-Pumpkin-Spiced-Snickerdoodles-6.jpg",3,3,3,Kid Friendly,51.0,9.5,1.0,1.0
Sweet and Spicy Glazed Salmon,"Sweet and Spicy Glazed Salmon is super easy, baked on a sheet pan with a simple glaze made with sweet red chili sauce, sriracha, and ginger. Sweet and Spicy...","https://www.skinnytaste.com/wp-content/uploads/2020/10/Sweet-and-Spicy-Sheet-Pan-Salmon-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Sweet-and-Spicy-Sheet-Pan-Salmon-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Sweet-and-Spicy-Sheet-Pan-Salmon-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Sweet-and-Spicy-Sheet-Pan-Salmon-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/10/Sweet-and-Spicy-Sheet-Pan-Salmon-6.jpg",1,4,1,"Air Fryer,Dairy Free,Gluten Free,Low Carb,Under 30 Minutes",202.0,6.5,22.5,7.0
Mushroom Stroganoff,"This healthy mushroom stroganoff made with shiitake, baby portabella, and cremini mushrooms and noodles in a light creamy sauce is a quick and easy meal, perfect for Meatless Mondays!...","https://www.skinnytaste.com/wp-content/uploads/2012/09/Mushroom-Stroganoff-3-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/09/Mushroom-Stroganoff-3-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/09/Mushroom-Stroganoff-3-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/09/Mushroom-Stroganoff-3-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/09/Mushroom-Stroganoff-3.jpg",9,10,9,"Kid Friendly,Under 30 Minutes,Vegetarian Meals",268.0,52.5,12.5,3.5
Chicken Taco Poblano Rice Bowls,"These quick and easy Chicken Taco Poblano Rice Bowls are perfect for dinner or to make ahead for meal prep! Made in a skillet, with diced chicken breast, poblano...","https://www.skinnytaste.com/wp-content/uploads/2020/09/Chicken-Taco-Poblano-Rice-Bowls-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Chicken-Taco-Poblano-Rice-Bowls-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Chicken-Taco-Poblano-Rice-Bowls-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Chicken-Taco-Poblano-Rice-Bowls-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Chicken-Taco-Poblano-Rice-Bowls-6.jpg",8,11,3,"Gluten Free,Kid Friendly,Meal Prep Recipes,Under 30 Minutes",475.0,52.0,40.5,12.0
Lemon Blueberry Buttermilk Sheet Pan Pancakes,Sheet Pan Pancakes – essentially a giant pancake baked in the oven – is the most genius way of making pancakes! Lemon Blueberry Sheet Pan Pancakes This breakfast recipe...,"https://www.skinnytaste.com/wp-content/uploads/2020/09/Lemon-Blueberry-Buttermilk-Sheet-Pancakes-2-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Lemon-Blueberry-Buttermilk-Sheet-Pancakes-2-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Lemon-Blueberry-Buttermilk-Sheet-Pancakes-2-150x225.jpg",6,6,6,"Kid Friendly,Meal Prep Recipes,Under 30 Minutes,Vegetarian Meals",214.0,35.0,7.0,5.0
Citrus Immunity Shot,"This super-simple-to-prepare, Citrus Immunity Shot recipe is made with immune-boosting citrus, turmeric, and garlic, a delicious way to start your day! Citrus Immunity Shot This wellness shot recipe nourishes,...","https://www.skinnytaste.com/wp-content/uploads/2020/09/Citrus-Immunity-Booster-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Citrus-Immunity-Booster-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Citrus-Immunity-Booster-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Citrus-Immunity-Booster-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Citrus-Immunity-Booster-6.jpg",1,1,1,"Dairy Free,Gluten Free,Paleo,Under 30 Minutes,Vegetarian Meals,Whole 30 Recipes",25.0,6.0,0.5,
Turkey Meatball Tortellini Soup with Spinach,"This turkey meatball tortellini soup with spinach is an easy, kid-friendly soup and a great way to warm up on a cold winter night. One large bowl is under...","https://www.skinnytaste.com/wp-content/uploads/2014/02/Turkey-Meatball-Spinach-Tortellini-Soup-10-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2014/02/Turkey-Meatball-Spinach-Tortellini-Soup-10-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2014/02/Turkey-Meatball-Spinach-Tortellini-Soup-10-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2014/02/Turkey-Meatball-Spinach-Tortellini-Soup-10-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2014/02/Turkey-Meatball-Spinach-Tortellini-Soup-10.jpg",6,6,6,Kid Friendly,271.0,26.0,20.0,9.0
Roasted Seasoned Winter Squash Medley,"Roasted Seasoned Winter Squash Medley is seasoned with a savory, sweet, spicy and smoky seasoning blend. SO good and a huge hit with my husband! Roasted Seasoned Winter Squash...","https://www.skinnytaste.com/wp-content/uploads/2015/10/RoastedWinterSquashMedley-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2015/10/RoastedWinterSquashMedley-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2015/10/RoastedWinterSquashMedley-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2015/10/RoastedWinterSquashMedley.jpg,https://www.skinnytaste.com/wp-content/uploads/2015/10/RoastedWinterSquashMedley-150x225.jpg",3,3,3,"Dairy Free,Gluten Free,Vegetarian Meals,Whole 30 Recipes",140.0,21.0,2.0,6.5
5 Tips For Organizing Your Refrigerator,"5 Tips For Organizing Your Refrigerator for easy meal prep to save time and money, so food stays fresh all week. 5 Tips For Organizing Your Fridge You’ve decided...","https://www.skinnytaste.com/wp-content/uploads/2020/06/Fridge-1-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/06/Fridge-1-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/06/Fridge-1-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/06/Fridge-1-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/06/Fridge-1.jpg",,,,,,,,
Spicy Pork Brussels Bowls,"Spicy Pork Brussels Bowls are a delicious low-carb meal, made with shredded brussels sprouts as the base, smoky ground pork, and an egg on top! Spicy Pork Brussels Bowls...","https://www.skinnytaste.com/wp-content/uploads/2020/09/Spicy-Pork-Brussels-Bowl_-3-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Spicy-Pork-Brussels-Bowl_-3-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Spicy-Pork-Brussels-Bowl_-3-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Spicy-Pork-Brussels-Bowl_-3-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Spicy-Pork-Brussels-Bowl_-3.jpg",2,4,2,"Dairy Free,Freezer Meals,Gluten Free,Keto Recipes,Low Carb,Meal Prep Recipes,Under 30 Minutes,Whole 30 Recipes",280.5,15.5,35.0,10.0
Portobello Burger with Mozzarella and Pesto Mayo,"These grilled Portobello Mushroom Burgers topped with mozzarella, red peppers, and pesto mayo, are delicious and an excellent vegetarian burger option. Portobello Burger with Mozzarella Who doesn’t love a...","https://www.skinnytaste.com/wp-content/uploads/2020/09/Portobello-Mushroom-Burger-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Portobello-Mushroom-Burger-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Portobello-Mushroom-Burger-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Portobello-Mushroom-Burger-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Portobello-Mushroom-Burger-6.jpg",9,9,9,"Kid Friendly,Vegetarian Meals",229.0,29.0,11.5,9.5
Dominican Beans (Habichuelas Guisadas),"These creamy Dominican beans, flavored with garlic, onion, cubanelle pepper, and adobo seasoning, cooked in the Instant Pot or pressure cooker, make the perfect vegetarian side or meatless main...","https://www.skinnytaste.com/wp-content/uploads/2020/09/Dominican-Beans-10-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Dominican-Beans-10-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Dominican-Beans-10-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Dominican-Beans-10-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/09/Dominican-Beans-10.jpg",1,4,1,"Dairy Free,Freezer Meals,Gluten Free,Kid Friendly,Pressure Cooker Recipes,Vegetarian Meals",158.0,25.5,8.5,2.5
Sautéed Zucchini with Plum Tomatoes,Sautéed Zucchini with Plum Tomatoes is a quick and delicious summer side dish made with simple ingredients. Sautéed Zucchini with Plum Tomatoes This simple side dish recipe is a...,"https://www.skinnytaste.com/wp-content/uploads/2009/08/Sautéed-Zucchini-and-Plum-Tomatoes-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/08/Sautéed-Zucchini-and-Plum-Tomatoes-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/08/Sautéed-Zucchini-and-Plum-Tomatoes-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/08/Sautéed-Zucchini-and-Plum-Tomatoes-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/08/Sautéed-Zucchini-and-Plum-Tomatoes-6.jpg",2,2,2,"Gluten Free,Keto Recipes,Kid Friendly,Low Carb,Under 30 Minutes,Vegetarian Meals,Whole 30 Recipes",92.0,7.0,1.0,7.0
Caprese Chicken Skillet,"This caprese chicken skillet is topped with a honey balsamic reduction and fresh basil, the perfect way to use fresh summer tomatoes. Caprese Chicken Skillet The classic Italian combination...","https://www.skinnytaste.com/wp-content/uploads/2020/08/Caprese-Chicken-Skillet-4-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Caprese-Chicken-Skillet-4-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Caprese-Chicken-Skillet-4-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Caprese-Chicken-Skillet-4-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Caprese-Chicken-Skillet-4.jpg",7,10,7,"Gluten Free,Kid Friendly,Low Carb",419.0,21.0,47.5,16.5
Blueberry Peach Crisp,"This Blueberry Peach Crisp is a wonderful summer dessert loaded with fruit, and a lightly sweetened crisp oat topping. Blueberry Peach Crisp I’m a sucker for pies, crisps and...","https://www.skinnytaste.com/wp-content/uploads/2009/08/Blueberry-Peach-Crisp-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/08/Blueberry-Peach-Crisp-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/08/Blueberry-Peach-Crisp-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/08/Blueberry-Peach-Crisp-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/08/Blueberry-Peach-Crisp-7.jpg",8,8,7,"Dairy Free,Gluten Free,Kid Friendly,Vegetarian Meals",203.0,35.5,2.0,7.0
Skinnytaste Meal Prep Cookbook: Free Bonus Pack with 3 Exclusive Recipes with Pre-Order,I’m beyond exciting that in just a few short weeks my new cookbook Skinnytaste Meal Prep will finally be hitting bookstores!! Free Bonus Pack + 3 Exclusive Recipes This...,"https://www.skinnytaste.com/wp-content/uploads/2020/08/Skinnytaste-Meal-Prep-Bonus-Recipes-1-2-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Skinnytaste-Meal-Prep-Bonus-Recipes-1-2-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Skinnytaste-Meal-Prep-Bonus-Recipes-1-2-150x225.jpg",,,,,,,,
Whipped Ricotta Toast with Roasted Tomatoes,"Whipped Ricotta Toast with Roasted Tomatoes on crusty bread and topped with garlicky tomatoes, shallots, and basil is the perfect way to enjoy fresh summer tomatoes. Whipped Ricotta Toast...","https://www.skinnytaste.com/wp-content/uploads/2020/08/Whipped-Ricotta-Toast-10-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Whipped-Ricotta-Toast-10-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Whipped-Ricotta-Toast-10-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Whipped-Ricotta-Toast-10-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Whipped-Ricotta-Toast-10.jpg",7,7,7,Vegetarian Meals,256.0,35.0,12.0,7.5
Skillet Mexican Zucchini,"Skillet Mexican Zucchini is incredibly delicious with a little bit of a kick from the jalapeño topped with melted queso blanco. So easy and quick, a must try! Mexican...","https://www.skinnytaste.com/wp-content/uploads/2013/08/Mexican-Skillet-Zucchini-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2013/08/Mexican-Skillet-Zucchini-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2013/08/Mexican-Skillet-Zucchini-150x225.jpg",4,4,4,"Gluten Free,Keto Recipes,Low Carb,Under 30 Minutes,Vegetarian Meals",102.0,8.0,5.0,6.0
Raspberry Yogurt Ice Pops,"These easy, healthy Raspberry Yogurt Ice Pops, made with just three ingredients, are a wonderful treat on a hot summer day. Raspberry Yogurt Ice Pops These 3-ingredient Raspberry Yogurt...","https://www.skinnytaste.com/wp-content/uploads/2020/08/Raspberry-Yogurt-Pops-10-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Raspberry-Yogurt-Pops-10-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Raspberry-Yogurt-Pops-10-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Raspberry-Yogurt-Pops-10-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Raspberry-Yogurt-Pops-10.jpg",3,3,3,"Gluten Free,Kid Friendly,Vegetarian Meals",71.0,11.0,2.5,2.5
Cauliflower Gnocchi,This delicious Cauliflower Gnocchi is made with cauliflower instead of traditional potatoes. No need for a Trader Joe’s run – make them from scratch with just three ingredients! Cauliflower...,"https://www.skinnytaste.com/wp-content/uploads/2020/08/Cauliflower-Gnocchi-11-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Cauliflower-Gnocchi-11-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Cauliflower-Gnocchi-11-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Cauliflower-Gnocchi-11-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/08/Cauliflower-Gnocchi-11.jpg",3,3,3,"Dairy Free,Gluten Free,Kid Friendly,Vegetarian Meals",228.0,42.6,12.0,2.0
Ratatouille Baked Chicken,Ratatouille Baked Chicken takes a classic French dish and turns it into a family-friendly comfort food dish loaded with veggies. Ratatouille Baked Chicken This one pot baked chicken and...,"https://www.skinnytaste.com/wp-content/uploads/2020/03/Ratatouille-Baked-Chicken-5-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/03/Ratatouille-Baked-Chicken-5-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/03/Ratatouille-Baked-Chicken-5-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/03/Ratatouille-Baked-Chicken-5-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/03/Ratatouille-Baked-Chicken-5.jpg",9,9,9,"Dairy Free,Gluten Free,Kid Friendly,Low Carb,Meal Prep Recipes",543.0,28.5,63.5,20.0
Chocolate Zucchini Bread,This healthy Chocolate Zucchini Bread is so rich and moist that no one will ever know there’s zucchini in it. With walnut in every bite! Chocolate Zucchini Bread All...,"https://www.skinnytaste.com/wp-content/uploads/2009/08/Chocolate-Zucchini-Bread-7-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/08/Chocolate-Zucchini-Bread-7-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/08/Chocolate-Zucchini-Bread-7-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/08/Chocolate-Zucchini-Bread-7-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/08/Chocolate-Zucchini-Bread-7.jpg",7,8,7,,190.5,28.0,4.0,8.0
Spaghetti with Sauteed Chicken and Grape Tomatoes,"Spaghetti with Sauteed Chicken and Grape Tomatoes, a pasta inspired by the abundance of tomatoes and basil in my garden this year. Spaghetti with Chicken and Grape Tomatoes Each...","https://www.skinnytaste.com/wp-content/uploads/2009/08/Spaghetti-with-Sauteed-Chicken-and-Grape-Tomatoes-3-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/08/Spaghetti-with-Sauteed-Chicken-and-Grape-Tomatoes-3-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/08/Spaghetti-with-Sauteed-Chicken-and-Grape-Tomatoes-3-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/08/Spaghetti-with-Sauteed-Chicken-and-Grape-Tomatoes-3-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2009/08/Spaghetti-with-Sauteed-Chicken-and-Grape-Tomatoes-3.jpg",7,9,2,"Gluten Free,Kid Friendly,Under 30 Minutes",330.0,48.0,25.0,7.0
Easy Blueberry Buttermilk Cake,"This light and Easy Blueberry Buttermilk Cake loaded with fresh, juicy blueberries in a lightly sweetened, moist buttermilk cake is ideal for summer. Easy Blueberry Buttermilk Cake I know...","https://www.skinnytaste.com/wp-content/uploads/2012/05/Easy-Blueberry-Buttermilk-Cake-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/05/Easy-Blueberry-Buttermilk-Cake-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/05/Easy-Blueberry-Buttermilk-Cake-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/05/Easy-Blueberry-Buttermilk-Cake-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/05/Easy-Blueberry-Buttermilk-Cake-6.jpg",7,7,7,"Kid Friendly,Vegetarian Meals",168.0,33.0,3.1,2.9
Greek Turkey Burgers,"These Greek Turkey Burgers, mixed with Kalamata olives, feta, and spinach,combine all my favorite Greek flavors and can be served with or without the bun. Greek Turkey Burgers These...","https://www.skinnytaste.com/wp-content/uploads/2020/07/Greek-Turkey-Burgers-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Greek-Turkey-Burgers-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Greek-Turkey-Burgers-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Greek-Turkey-Burgers-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Greek-Turkey-Burgers-6.jpg",6,6,6,"Gluten Free,Keto Recipes,Low Carb,Meal Prep Recipes,Under 30 Minutes",255.0,2.5,29.0,14.5
Crustless Quiche Lorraine,"This easy Crustless Quiche Lorraine with bacon and Gruyere is a lighter take on the classic, made lighter without the crust. Crustless Quiche Lorraine I love making crustless quiche...","https://www.skinnytaste.com/wp-content/uploads/2020/07/Crustless-Quiche-Lorraine-9-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Crustless-Quiche-Lorraine-9-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Crustless-Quiche-Lorraine-9-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Crustless-Quiche-Lorraine-9-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Crustless-Quiche-Lorraine-9.jpg",5,7,5,"Gluten Free,Keto Recipes,Kid Friendly,Low Carb",205.0,2.5,16.0,14.0
Flourless Chocolate Zucchini Brownies,"These Flourless Zucchini Brownies are so fudgy and rich, loaded with chocolate chips plus zucchini which makes them extra moist! Flourless Zucchini Brownies Occasionally I share lightened up dessert...","https://www.skinnytaste.com/wp-content/uploads/2020/07/Flourless-Zucchini-Brownies-12-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Flourless-Zucchini-Brownies-12-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Flourless-Zucchini-Brownies-12-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Flourless-Zucchini-Brownies-12-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Flourless-Zucchini-Brownies-12.jpg",7,7,7,"Gluten Free,Kid Friendly",179.0,25.0,4.5,9.0
Foil Packet Spice Rubbed Fish with Watermelon Salsa,"Spice Rubbed Fish is zesty and so flavorful, the refreshing watermelon salsa is the perfect compliment. Cooked in foil on the grill or the oven! Foil Packet Fish with...","https://www.skinnytaste.com/wp-content/uploads/2020/06/Foil-Packet-Spice-Rubbed-Fish-with-Watermelon-Salsa-9-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/06/Foil-Packet-Spice-Rubbed-Fish-with-Watermelon-Salsa-9-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/06/Foil-Packet-Spice-Rubbed-Fish-with-Watermelon-Salsa-9-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/06/Foil-Packet-Spice-Rubbed-Fish-with-Watermelon-Salsa-9-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/06/Foil-Packet-Spice-Rubbed-Fish-with-Watermelon-Salsa-9.jpg",3,5,3,"Dairy Free,Gluten Free,Low Carb,Paleo,Under 30 Minutes,Whole 30 Recipes",314.0,8.0,39.5,13.0
Easy Crustless Spinach and Feta Pie,"This Easy Crustless Spinach and Feta Pie is savory and delicious filled with spinach, Feta and Asiago cheese, dill and scallions. Perfect to bring to a potluck! Easy Crustless...","https://www.skinnytaste.com/wp-content/uploads/2018/03/Easy-Crustless-Spinach-and-Feta-Pie-8-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2018/03/Easy-Crustless-Spinach-and-Feta-Pie-8-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2018/03/Easy-Crustless-Spinach-and-Feta-Pie-8-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2018/03/Easy-Crustless-Spinach-and-Feta-Pie-8-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2018/03/Easy-Crustless-Spinach-and-Feta-Pie-8.jpg",2,4,3,"Freezer Meals,Kid Friendly,Under 30 Minutes,Vegetarian Meals",126.0,12.0,9.0,5.0
Air Fryer Fried Shrimp Sandwich with Tartar Sauce,"Air Fryer Shrimp Sandwich is made with crispy shrimp served on a soft potato bun with lettuce and homemade tartar sauce, the perfect summer sandwich. Fried Shrimp Sandwich with...","https://www.skinnytaste.com/wp-content/uploads/2020/07/Air-Fryer-Shrimp-Sandwich-9-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Air-Fryer-Shrimp-Sandwich-9-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Air-Fryer-Shrimp-Sandwich-9-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Air-Fryer-Shrimp-Sandwich-9-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Air-Fryer-Shrimp-Sandwich-9.jpg",7,8,7,"Air Fryer,Kid Friendly",352.0,33.5,34.5,9.35
"Caramelized Onion, Red Pepper and Zucchini Frittata","Caramelized onions, sautéed red bell peppers and zucchini mixed with Parmesan creates a easy frittata perfect for breakfast, lunch or dinner! Caramelized Onion, Pepper, Zucchini Frittata Frittatas are a...","https://www.skinnytaste.com/wp-content/uploads/2012/03/Caramelized-Onion-Red-Pepper-and-Zucchini-Frittata-14-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/03/Caramelized-Onion-Red-Pepper-and-Zucchini-Frittata-14-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/03/Caramelized-Onion-Red-Pepper-and-Zucchini-Frittata-14-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/03/Caramelized-Onion-Red-Pepper-and-Zucchini-Frittata-14-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2012/03/Caramelized-Onion-Red-Pepper-and-Zucchini-Frittata-14.jpg",2,5,2,"Gluten Free,Keto Recipes,Low Carb,Under 30 Minutes,Vegetarian Meals",186.0,8.0,13.0,11.5
Salmon Croquettes with Dill Sauce,These low-carb Salmon Croquettes with Dill Sauce are healthier than traditional deep-fried ones and use only egg as a binder rather than breadcrumbs or crackers. Salmon Croquettes with Dill...,"https://www.skinnytaste.com/wp-content/uploads/2020/07/Salmon-Croquettes-6-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Salmon-Croquettes-6-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Salmon-Croquettes-6-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Salmon-Croquettes-6-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2020/07/Salmon-Croquettes-6.jpg",3,6,3,"Gluten Free,Keto Recipes,Kid Friendly,Low Carb,Under 30 Minutes",278.0,4.5,26.0,16.0
Grilled Chicken with Spinach and Melted Mozzarella,"Grilled chicken topped with spinach, melted mozzarella and roasted peppers – a quick and easy chicken dish your family will love! Grilled Chicken with Spinach and Mozzarella This chicken...","https://www.skinnytaste.com/wp-content/uploads/2011/03/Grilled-Chicken-with-Spinach-and-Melted-Mozzarella-10-260x390.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/03/Grilled-Chicken-with-Spinach-and-Melted-Mozzarella-10-500x750.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/03/Grilled-Chicken-with-Spinach-and-Melted-Mozzarella-10-170x255.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/03/Grilled-Chicken-with-Spinach-and-Melted-Mozzarella-10-150x225.jpg,https://www.skinnytaste.com/wp-content/uploads/2011/03/Grilled-Chicken-with-Spinach-and-Melted-Mozzarella-10.jpg",1,3,1,"Gluten Free,Keto Recipes,Kid Friendly,Low Carb,Under 30 Minutes",195.0,3.5,31.0,6.0
